,Name,dates_decimal,dates_datetime_rtz,dates_datetime,changes,errors
0,South_m,2010.6657534246576,2010-09-01,2010-09-01 00:00:00+00:00,0.0,1.5306998159999226
1,South_m,2010.7479452054795,2010-10-01,2010-10-01 00:00:00+00:00,0.3502843162890974,1.5379576262058388
2,South_m,2010.8301369863013,2010-10-31,2010-10-31 00:00:00+00:00,0.4180857692234863,1.5042570478540813
3,South_m,2010.9123287671232,2010-11-30,2010-11-30 00:00:00+00:00,0.2485734616020263,1.4021232269795572
4,South_m,2010.9945205479453,2010-12-30,2010-12-30 00:00:00+00:00,1.245362826094536,1.399364020434743
5,South_m,2011.0767123287671,2011-01-29,2011-01-29 00:00:00+00:00,1.5782920212676315,1.3703563642981882
6,South_m,2011.158904109589,2011-02-28,2011-02-28 00:00:00+00:00,1.8110969294979915,1.3063052478328392
7,South_m,2011.2410958904109,2011-03-30,2011-03-30 00:00:00+00:00,1.606470889437258,1.279519187824111
8,South_m,2011.323287671233,2011-04-29,2011-04-29 00:00:00+00:00,1.382259420083349,1.2631766087294667
9,South_m,2011.4054794520548,2011-05-29,2011-05-29 00:00:00+00:00,0.7809903305400487,1.301287033315911
10,South_m,2011.4876712328767,2011-06-28,2011-06-28 00:00:00+00:00,-0.24704445367162498,1.1861500983865547
11,South_m,2011.5698630136985,2011-07-28,2011-07-28 00:00:00+00:00,0.005490854255464139,1.0584759356891709
12,South_m,2011.6520547945206,2011-08-27,2011-08-27 00:00:00+00:00,-0.19919711862922673,0.8866172844258412
13,South_m,2011.7342465753425,2011-09-26,2011-09-26 00:00:00+00:00,-0.5372903596197163,0.8949805810682627
14,South_m,2011.8164383561643,2011-10-26,2011-10-26 00:00:00+00:00,-1.1615797622404314,1.0850196723868044
15,South_m,2011.8986301369864,2011-11-25,2011-11-25 00:00:00+00:00,-0.5257723743520795,1.2362299369303806
16,South_m,2011.9808219178083,2011-12-25,2011-12-25 00:00:00+00:00,-0.31851326120501566,1.223358414520675
17,South_m,2012.0630136986301,2012-01-24,2012-01-24 00:00:00+00:00,-0.46756856550572845,1.2380605029475498
18,South_m,2012.145205479452,2012-02-23,2012-02-23 00:00:00+00:00,-0.24372867854506008,1.1661876744405522
19,South_m,2012.227397260274,2012-03-24,2012-03-24 00:00:00+00:00,-0.760951897111596,1.1855037992028383
20,South_m,2012.309589041096,2012-04-23,2012-04-23 00:00:00+00:00,-0.2783843608531029,1.2360623646725197
21,South_m,2012.3917808219178,2012-05-23,2012-05-23 00:00:00+00:00,0.27032478856217645,1.085372825624644
22,South_m,2012.4739726027397,2012-06-22,2012-06-22 00:00:00+00:00,-0.34907625556452837,0.9595656555758535
23,South_m,2012.5561643835617,2012-07-22,2012-07-22 00:00:00+00:00,-0.5036993252499404,1.0350819950363985
24,South_m,2012.6383561643836,2012-08-21,2012-08-21 00:00:00+00:00,-0.7909842768892164,0.9636849719468427
25,South_m,2012.7205479452055,2012-09-20,2012-09-20 00:00:00+00:00,-0.9475495147723612,0.894621602514699
26,South_m,2012.8027397260273,2012-10-20,2012-10-20 00:00:00+00:00,-0.6880711079491171,0.8655298348249049
27,South_m,2012.8849315068494,2012-11-19,2012-11-19 00:00:00+00:00,-1.504822831722501,1.1064328841988875
28,South_m,2012.9671232876713,2012-12-19,2012-12-19 00:00:00+00:00,-1.4528308484435821,1.1030464254337045
29,South_m,2013.0465753424658,2013-01-18,2013-01-18 00:00:00+00:00,-1.0626158422208025,1.1223791848431524
30,South_m,2013.1287671232876,2013-02-17,2013-02-17 00:00:00+00:00,-0.6197895945452894,1.0625842489071906
31,South_m,2013.2109589041097,2013-03-19,2013-03-19 00:00:00+00:00,-1.0637226580349517,1.1016725875993336
32,South_m,2013.2931506849316,2013-04-18,2013-04-18 00:00:00+00:00,-0.6639646380396491,1.0280519491896771
33,South_m,2013.3753424657534,2013-05-18,2013-05-18 00:00:00+00:00,-1.1055197116673514,1.0359836265722795
34,South_m,2013.4575342465753,2013-06-17,2013-06-17 00:00:00+00:00,-1.2291364363027943,0.9800769565350026
35,South_m,2013.5397260273974,2013-07-17,2013-07-17 00:00:00+00:00,-2.803550537093071,0.8971678225935027
36,South_m,2013.6219178082192,2013-08-16,2013-08-16 00:00:00+00:00,-3.389137932177748,0.8257994113284713
37,South_m,2013.704109589041,2013-09-15,2013-09-15 00:00:00+00:00,-3.631343153652133,0.8944708190048141
38,South_m,2013.786301369863,2013-10-15,2013-10-15 00:00:00+00:00,-3.4204479003729036,0.957772175526089
39,South_m,2013.868493150685,2013-11-14,2013-11-14 00:00:00+00:00,-3.56878845424588,1.0967207494486697
40,South_m,2013.9506849315069,2013-12-14,2013-12-14 00:00:00+00:00,-3.1515700377273412,1.010721162623636
41,South_m,2014.0328767123287,2014-01-13,2014-01-13 00:00:00+00:00,-2.965072566460471,1.029961529346753
42,South_m,2014.1150684931506,2014-02-12,2014-02-12 00:00:00+00:00,-3.016343557664053,0.9981106640468012
43,South_m,2014.1972602739727,2014-03-14,2014-03-14 00:00:00+00:00,-2.850547352691114,1.0989162072474163
44,South_m,2014.2794520547945,2014-04-13,2014-04-13 00:00:00+00:00,-2.65221174124846,1.078566987310528
45,South_m,2014.3616438356164,2014-05-13,2014-05-13 00:00:00+00:00,-2.6050323467490673,1.0254949207364992
46,South_m,2014.4438356164383,2014-06-12,2014-06-12 00:00:00+00:00,-3.0853207635182436,0.9003801650503982
47,South_m,2014.5260273972603,2014-07-12,2014-07-12 00:00:00+00:00,-3.485442522062675,0.9305623392364331
